Country,Year,Econ_Index,Institutional_Index,Quality_Of_Life_Index_FA,Sustainability_Index_FA,Weight_Scheme,Economic_Weight,Institutional_Weight,Quality_of_Life_Weight,Sustainability_Weight,Sensitivity_EoLI_Score,Sensitivity_EoLI_Rank,Baseline_Rank,Rank_Change_vs_Baseline
Iceland,1974,-0.453,-0.07009,0.562,-0.02949,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,0.05107499999999998,16,14,2
Israel,1974,-0.522,-0.41192,0.361,0.19374,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.08092800000000001,43,39,4
Italy,1974,-0.812,-0.1852,0.44,0.43317,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,0.000673999999999994,23,33,-10
Japan,1974,-0.59,0.13378,0.445,0.23394,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,0.10242200000000001,8,12,-4
Hungary,1974,-0.749,-0.39409,0.398,-0.04309,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.15724500000000002,61,59,2
Kuwait,1974,0.225,-0.75422,0.207,0.0845,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.102266,45,36,9
Pakistan,1974,-1.0,0.57213,-1.418,-1.13263,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.680287,121,133,-12
Sweden,1974,-0.437,-0.11303,0.884,-0.03693,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,0.136505,3,2,1
Thailand,1974,-0.987,-0.68727,-0.101,-0.18941,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.47176300000000004,98,97,1
Tunisia,1974,-0.984,-0.73732,-0.36,-0.00548,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.527092,102,106,-4
Uruguay,1974,-0.98,-0.46818,0.338,0.32499,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.17005600000000004,65,67,-2
United States,1974,-0.667,-0.27994,0.236,0.20603,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.10537600000000005,47,53,-6
South Africa,1974,-0.897,-0.01245,-1.215,-1.32383,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.8124009999999999,151,160,-9
Nicaragua,1974,-0.764,-0.49914,-1.162,-1.0458,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.8603019999999999,168,171,-3
Netherlands,1974,-0.724,-0.53122,0.308,0.32685,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.14639600000000008,59,61,-2
Norway,1974,-0.714,0.09091,0.575,0.10007,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,0.07698699999999999,11,15,-4
Nepal,1974,-0.959,0.18541,-1.671,-1.11417,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.860311,169,192,-23
New Zealand,1974,-0.833,-0.40499,0.44,0.51021,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.054054999999999964,36,40,-4
Panama,1974,-0.983,-0.75331,-0.382,-0.09634,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.556461,107,110,-3
Peru,1974,-0.76,-0.3934,-1.314,-0.93788,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.851796,163,178,-15
Philippines,1974,-0.928,0.10488,-0.97,-0.33141,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.5114179999999999,100,112,-12
Portugal,1974,-0.923,-0.52362,0.096,-0.18574,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.350034,86,86,0
Qatar,1974,0.305,-0.43885,-0.118,0.04349,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.09735699999999999,44,38,6
Saudi Arabia,1974,-0.354,-1.07679,-1.296,-0.84226,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.9510890000000001,204,190,14
Greece,1974,-0.715,-0.31234,0.751,0.21329,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,0.031256000000000034,19,19,0
Singapore,1974,-0.925,-0.53667,0.408,0.54264,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.11507300000000001,51,57,-6
Brazil,1974,-0.555,-0.67847,-0.42,-0.6897,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.578481,112,107,5
Bahrain,1974,-0.732,-0.21391,-0.05,-0.15044,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.255661,75,77,-2
Belgium,1974,-0.462,-0.41822,0.5,0.18236,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.03139400000000001,30,27,3
Austria,1974,-0.835,-0.47339,0.456,0.50329,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.07155899999999997,39,44,-5
Australia,1974,-0.437,-0.30206,0.512,0.37671,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,0.05092399999999998,17,17,0
Argentina,1974,-0.413,-0.19308,-0.08,0.02496,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.159532,62,63,-1
United Arab Emirates,1974,0.459,-0.62345,-0.092,-0.07312,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.13745899999999997,57,42,15
Jordan,1974,-0.956,-0.5535,-0.259,-0.01401,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.43775200000000003,93,96,-3
Cyprus,1974,0.228,-1.31093,-1.282,-0.36066,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.8044109999999999,145,134,11
Canada,1974,-0.675,-0.05869,0.713,0.31739,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,0.12477099999999999,5,6,-1
Poland,1974,-0.233,0.16923,0.47,0.1894,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,0.183049,1,1,0
Chile,1974,-0.872,-0.55954,-0.235,-0.53704,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.52017,101,101,0
Switzerland,1974,-0.359,-0.48927,0.684,0.40079,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,0.06677700000000003,13,10,3
Georgia,1974,-0.954,-0.46279,0.301,0.46006,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.14732499999999996,60,64,-4
United Kingdom,1974,-0.718,0.43098,0.528,-0.13384,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,0.117326,6,9,-3
France,1974,-0.623,0.26265,0.451,-0.18307,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,0.05288099999999999,15,18,-3
Finland,1974,-0.462,-0.1851,0.232,0.37607,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.0031160000000000077,24,32,-8
Ecuador,1974,-0.996,-0.85919,-0.536,-0.87414,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.7925850000000001,141,139,2
Spain,1974,-0.874,-0.66155,0.25,-0.0468,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.3076249999999999,82,81,1
China,1974,-0.699,-0.80442,-0.583,-0.55979,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.6679839999999999,120,120,0
Costa Rica,1974,-0.903,-0.55706,0.097,-0.26939,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.37249599999999994,88,87,1
Colombia,1974,-0.996,-0.56769,-0.344,0.11881,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.448945,96,99,-3
Denmark,1974,-0.303,-0.28749,0.597,0.27723,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,0.08769899999999997,10,8,2
Algeria,1974,-0.812,-0.28388,-1.925,-0.87417,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.9998980000000001,213,222,-9
Germany,1974,-0.554,0.00866,0.515,0.40856,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,0.12801,4,7,-3
Morocco,1975,-0.97,0.27372,-1.613,-1.11862,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.819508,152,179,-27
Mexico,1975,-0.932,0.06327,-0.62,-0.90973,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.5353650000000001,103,107,-4
Malta,1975,-0.814,-0.26349,0.287,0.10293,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.13516099999999998,56,63,-7
Malaysia,1975,-0.557,-0.89155,-0.58,-0.6861,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.690085,121,119,2
Nicaragua,1975,-0.88,-0.07054,-1.18,-1.30788,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.812738,149,159,-10
Netherlands,1975,-0.687,0.08198,0.477,0.08294,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,0.046881999999999965,21,22,-1
Norway,1975,-0.413,-0.15462,0.593,0.32257,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,0.11342799999999996,10,8,2
Hungary,1975,-0.856,-0.17668,0.398,0.3392,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.03696400000000001,34,44,-10
Indonesia,1975,-0.958,0.18541,-1.382,-1.11417,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.7734110000000001,136,155,-19
India,1975,-0.969,0.27881,-1.145,-1.01141,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.6559389999999999,117,125,-8
Ireland,1975,-0.857,-0.79745,0.509,0.00128,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.257679,74,73,1
Iceland,1975,-0.41,-0.37107,0.624,0.59377,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,0.112633,11,10,1
Israel,1975,-0.531,-0.66011,0.485,0.26071,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.10659099999999999,49,48,1
Italy,1975,-0.637,-0.14205,0.44,0.13572,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.01087100000000002,27,31,-4
Japan,1975,-0.712,0.12905,0.494,-0.3162,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.018725000000000006,29,30,-1
Kuwait,1975,0.098,-0.65806,0.219,0.02556,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.10700599999999998,50,41,9
Nepal,1975,-0.905,0.07768,-1.718,-1.18645,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.910386,195,207,-12
New Zealand,1975,-0.653,-0.2707,0.496,0.32641,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,0.0022719999999999824,26,28,-2
Sweden,1975,-0.355,-0.0454,0.866,0.33718,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,0.24261599999999997,2,3,-1
Singapore,1975,-0.433,-0.35396,0.237,0.39154,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.043380000000000016,36,39,-3
Saudi Arabia,1975,-0.105,-1.21475,-1.263,-0.7173,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.907785,193,171,22
Qatar,1975,0.308,-0.13907,0.339,0.21316,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,0.164211,4,4,0
Portugal,1975,-0.778,-0.44332,-0.093,-0.61971,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.440438,98,97,1
Philippines,1975,-0.897,0.02985,-1.137,-1.20155,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.751855,131,138,-7
Peru,1975,-0.82,-0.4835,-1.215,-0.89612,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.852774,165,174,-9
Pakistan,1975,-0.938,0.16611,-1.296,-1.1544,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.757447,132,146,-14
Panama,1975,-0.889,-0.54125,-0.503,-0.65823,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.6227210000000001,111,114,-3
South Africa,1975,-0.965,0.11543,-1.013,-0.50823,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.563917,106,115,-9
United States,1975,-0.492,0.00488,0.558,0.03267,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,0.07699800000000001,17,18,-1
Uruguay,1975,-0.985,-0.45212,0.345,0.32104,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.16492800000000007,65,66,-1
Tunisia,1975,-0.903,0.05798,-1.175,-1.17939,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.751584,130,140,-10
Thailand,1975,-0.896,-0.42886,-0.232,-0.14591,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.40664,93,98,-5
Belgium,1975,-0.241,-0.08444,0.518,0.02807,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,0.087482,16,12,4
Bahrain,1975,-0.602,-0.66481,-0.186,0.08534,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.358575,87,88,-1
Brazil,1975,-0.542,-0.81309,-0.432,-0.70711,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.623349,112,109,3
Canada,1975,-0.626,-0.25679,0.737,0.42476,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,0.103815,13,14,-1
Switzerland,1975,0.122,-0.27446,0.697,0.69371,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,0.289904,1,1,0
Austria,1975,-0.733,-0.11857,0.166,0.21514,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.08934299999999998,45,53,-8
Argentina,1975,-0.325,-0.41798,0.304,-0.24595,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.14838400000000002,59,52,7
Poland,1975,-0.061,-0.24662,0.444,0.2045,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,0.08791399999999999,15,11,4
Jordan,1975,-0.874,-0.01906,-0.271,-0.19962,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.301742,82,86,-4
United Arab Emirates,1975,0.716,-0.73299,-0.092,-0.06271,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.11683900000000001,52,36,16
Australia,1975,-0.649,0.01497,0.621,0.35799,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,0.13258899999999998,6,9,-3
Chile,1975,-0.451,-0.2789,-0.069,-0.06964,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.208498,70,70,0
Cyprus,1975,-0.758,-0.53124,0.244,0.07453,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.22286600000000004,72,71,1
Finland,1975,-0.329,-0.12088,0.521,-0.06364,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,0.041507999999999975,22,19,3
France,1975,-0.542,-0.50918,0.482,0.20973,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.07460800000000001,44,42,2
United Kingdom,1975,-0.608,-0.14893,0.619,0.47662,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,0.114745,9,15,-6
Greece,1975,-0.859,-0.56668,0.751,0.30228,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.056047999999999994,40,37,3
China,1975,-0.846,-0.26557,-0.564,-0.53462,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.524995,101,105,-4
Spain,1975,-0.789,-0.4098,0.451,0.44847,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.05574599999999999,39,46,-7
Georgia,1975,-0.962,-0.35983,0.393,0.44405,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.09363899999999997,46,55,-9
Ecuador,1975,-0.913,-0.0146,-0.753,-0.70394,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.553668,104,110,-6
Colombia,1975,-1.013,-1.52105,-0.234,0.08016,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.7130829999999999,123,121,2
Costa Rica,1975,-0.955,-0.52262,0.128,0.0713,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.295126,81,83,-2
Denmark,1975,-0.118,-0.05444,0.744,0.24322,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,0.23191199999999998,3,2,1
Algeria,1975,-0.86,-0.11778,-1.925,-1.04642,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.9941180000000001,217,226,-9
Germany,1975,-0.401,0.00586,0.226,0.31859,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,0.053075999999999984,20,23,-3
Mexico,1976,-0.958,-0.25357,-0.569,-0.74236,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.586843,113,119,-6
Morocco,1976,-0.916,0.08158,-1.583,-1.1155,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.856726,176,191,-15
Malaysia,1976,-0.787,-0.65748,-0.085,0.01714,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.376716,97,98,-1
Nicaragua,1976,-0.852,-0.58536,-1.2,-1.07977,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.921962,199,194,5
Netherlands,1976,-0.464,-0.25727,0.526,0.47516,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,0.08285100000000001,16,17,-1
Norway,1976,-0.499,-0.21416,0.624,0.50856,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,0.12486400000000002,10,13,-3
Nepal,1976,-0.673,-0.78433,-1.658,-0.86272,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-1.0398429999999999,232,229,3
Malta,1976,-0.723,-0.40865,0.25,-0.04789,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.201773,74,73,1
New Zealand,1976,-0.675,-0.25066,0.172,-0.0586,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.17031800000000002,68,68,0
Indonesia,1976,-1.001,0.56954,-1.18,-1.10223,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.603784,117,127,-10
India,1976,-0.581,-0.8723,-1.218,-0.78005,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.8993,188,187,1
Ireland,1976,-0.811,-0.33221,0.188,0.17208,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.171047,69,71,-2
Iceland,1976,-0.34,-0.26298,0.757,0.1691,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,0.114026,13,8,5
Israel,1976,-0.698,-0.57713,0.702,0.05089,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.09196100000000001,53,50,3
Italy,1976,-0.693,-0.5289,0.616,0.48562,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.01534600000000004,31,35,-4
Japan,1976,-0.861,-0.74016,0.506,0.20698,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.20105200000000006,73,70,3
Kuwait,1976,0.319,-0.50522,0.279,0.01469,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.0011279999999999862,29,19,10
Thailand,1976,-0.898,-0.2541,-0.583,-0.57606,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.5459419999999999,108,111,-3
Tunisia,1976,-0.946,-0.42066,-0.582,-0.91142,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.6722819999999999,126,126,0
Uruguay,1976,-0.982,-0.46049,0.345,0.32331,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.16638500000000006,66,69,-3
United States,1976,0.002,0.0359,0.649,0.22278,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,0.250426,4,5,-1
South Africa,1976,-0.954,0.19565,-1.134,-0.93055,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.658415,124,130,-6
Sweden,1976,0.077,-0.25862,0.866,0.23083,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,0.24377999999999997,5,4,1
Pakistan,1976,-0.903,0.05016,-1.266,-1.11728,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.7688079999999999,148,161,-13
Panama,1976,-0.767,-0.34013,-0.056,-0.35994,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.34422699999999995,93,93,0
Peru,1976,-0.788,-0.3724,-1.301,-0.87655,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.83493,169,179,-10
Philippines,1976,-0.925,0.16579,-0.976,-0.34752,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.49756700000000004,104,115,-11
Portugal,1976,-0.9,-0.68848,0.425,0.48148,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.162748,65,67,-2
Qatar,1976,0.316,-0.12911,0.439,0.84339,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,0.324845,2,3,-1
Saudi Arabia,1976,-0.317,-1.17933,-1.085,-0.67317,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.877333,185,172,13
Singapore,1976,-0.317,-0.13656,0.524,-0.06897,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,0.03903800000000002,21,18,3
Bahrain,1976,-0.413,-0.05918,-0.023,0.07461,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.092332,54,58,-4
Brazil,1976,-0.54,-0.98026,-0.618,-0.70396,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.7282700000000001,133,128,5
Canada,1976,-0.347,-0.36816,0.75,0.30773,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,0.10669799999999997,14,9,5
Switzerland,1976,0.23,-0.08246,0.679,0.47424,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,0.31981000000000004,3,2,1
Chile,1976,-0.819,-0.35991,0.059,0.13741,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.226591,80,83,-3
China,1976,-0.641,-0.87887,-0.57,-0.59002,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.680865,127,125,2
Belgium,1976,-0.616,0.02114,0.439,-0.15659,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.016476000000000025,32,36,-4
Jordan,1976,-0.868,-0.55354,-0.495,-0.5939,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.606942,118,121,-3
Poland,1976,0.138,-0.2354,0.438,0.42109,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,0.172598,6,7,-1
United Arab Emirates,1976,0.79,-0.8162,-0.11,0.01833,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.11619399999999996,57,39,18
Australia,1976,-0.536,-0.29609,0.681,0.61434,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,0.131141,8,11,-3
Austria,1976,-0.573,-0.11002,0.468,0.20052,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,0.03289800000000001,22,25,-3
Argentina,1976,-0.145,-0.00566,0.094,0.29866,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,0.057234,19,22,-3
Costa Rica,1976,-0.857,-0.06905,0.312,0.39619,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.019277000000000002,34,48,-14
United Kingdom,1976,-0.681,0.2053,0.637,0.05177,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,0.12684399999999998,9,15,-6
Georgia,1976,-0.927,-0.47984,0.338,0.38622,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.15070799999999998,62,66,-4
France,1976,-0.702,0.02075,0.518,-0.05364,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,0.01049700000000002,26,29,-3
Hungary,1976,-0.837,-0.25888,0.441,0.47108,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.018547999999999995,33,43,-10
Greece,1976,-0.839,-0.66988,0.781,0.49451,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.03556199999999997,40,38,2
Cyprus,1976,-0.858,0.04001,0.293,0.25001,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.02169500000000002,36,49,-13
Germany,1976,-0.225,0.00648,0.337,-0.35543,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.013042000000000005,30,28,2
Denmark,1976,-0.48,-0.01074,0.573,-0.00197,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,0.07228399999999996,17,16,1
Finland,1976,-0.737,-0.47474,0.41,0.13311,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.14020000000000002,59,60,-1
Algeria,1976,-0.875,-0.02673,-1.906,-1.29093,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-1.013005,225,232,-7
Ecuador,1976,-0.906,0.18355,-0.738,-0.71106,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.48974700000000004,103,108,-5
Spain,1976,-0.758,0.05563,0.453,0.30114,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,0.061216999999999994,18,23,-5
Colombia,1976,-0.972,-0.83666,-0.247,-0.02762,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.525022,106,107,-1
Malta,1977,-0.681,-0.23235,0.318,0.09202,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.092101,58,58,0
New Zealand,1977,-0.375,-0.24124,0.428,-0.05439,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.029850000000000015,46,39,7
Malaysia,1977,-0.759,-0.43859,-0.073,-0.13839,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.33295499999999995,92,90,2
Nicaragua,1977,-0.884,-0.03708,-1.209,-1.34979,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.820582,164,175,-11
Netherlands,1977,0.08,-0.11687,0.412,0.14826,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,0.134191,13,12,1
Norway,1977,-0.45,0.48675,0.612,-0.15716,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,0.20819299999999996,8,10,-2
Nepal,1977,-0.843,-0.37642,-1.67,-0.86848,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.9562220000000001,213,216,-3
Mexico,1977,-1.069,-0.06528,-0.362,0.17188,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.30760799999999994,85,96,-11
Iceland,1977,-0.36,-0.38543,0.739,0.13261,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,0.060592999999999994,23,22,1
Israel,1977,-0.378,-0.28073,0.702,0.22098,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,0.094977,19,17,2
Italy,1977,-0.577,0.06138,0.465,0.18955,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,0.08042400000000001,21,25,-4
Jordan,1977,-0.981,-0.8477,-0.08,-0.5944,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.59339,123,121,2
Japan,1977,-0.659,0.18541,0.568,0.14619,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,0.12346099999999997,15,19,-4
Kuwait,1977,0.158,-0.2973,0.315,0.17859,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,0.072628,22,20,2
Morocco,1977,-0.881,-0.01783,-1.09,-0.95074,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.698697,132,143,-11
Panama,1977,-0.698,-0.45521,-0.355,-0.12154,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.40697099999999997,102,101,1
Thailand,1977,-0.966,-0.35072,-0.595,-0.88408,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.653732,126,127,-1
Tunisia,1977,-0.793,-0.66266,-0.341,0.14971,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.42975599999999997,105,107,-2
Uruguay,1977,-1.024,-0.41784,0.363,0.1875,Scenario_1_20_30_30_20,0.2,0.3,0.3,0.2,-0.183752,72,74,-2
